id	externalId	latitude	longitude	city	postalCode	address	street	phone	open24h	mcDrive	open24h	wlan	coupons	toggo	mcCafe	closedFrom	closedTo	seoURL	wednesday	sunday	thursday	friday	tuesday	saturday	monday	name1	name2
149	276	52.280550878	10.5197920084	Braunschweig	38114	Braunschweig, Hamburger Str.	Hamburger Str. 262	+49 531 330314	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/braunschweig-hamburger-str-262	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 04:00	08:00 - 01:00	08:00 - 04:00	08:00 - 01:00	McDonald's Restaurant	Rieke Braunschweig GmbH
405	559	48.9325327153	9.43859559504	Backnang	71522	Backnang, Wanne	Wanne 7	+49 7191 63888	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/backnang-wanne-7	09:00 - 01:00	09:00 - 01:00	09:00 - 01:00	09:00 - 04:00	09:00 - 01:00	09:00 - 04:00	09:00 - 01:00	McDonald's Restaurant	Eduard Fehr Backnang KG
661	851	47.621695573	8.25538678062	Waldshut-Tiengen	79761	Waldshut-Tiengen, von Opelstr	Von-Opel-Str. 2b	+49 7741 913876	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/waldshut-tiengen-von-opel-str-2b	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	K+K Systemgastronomie KG
2709	1211	47.6068303096	7.65501053912	Lörrach	79539	Lörrach, Clara-Immerwahr-Str.	Clara-Immerwahr-Str. 1	+49 7621 4259130	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/loerrach-clara-immerwahr-str-1	08:00 - 01:00	09:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	Sieberer Restaurant KG
2965	1494	54.6231362893	8.96709661327	Bredstedt	25821	Bredstedt, Herrmannstr. (Hem)	Herrmannstr. 55	+49 4671 9437648	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/bredstedt-herrmannstr-55	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 23:00	10:30 - 22:00	10:30 - 23:00	10:30 - 22:00	McDonald's Restaurant	Systemgastronomie K-H Blumroth e.K.
4501	1723	52.5038304501	13.4695312549	Berlin	10245	Berlin, Bahnhof Ostkreuz	Sonntagsstraße 37 (Bahnhof Ostkreuz / Bahnsteig F)	+49 30 20050882	False	False	False	False	True	False	True	None	None	https://www.mcdonalds.de/restaurant/berlin-sonntagsstrasse-37-bahnhof-ostkreuz---bahnsteig-f	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 05:59	06:00 - 01:00	06:00 - 05:59	06:00 - 01:00	McDonald's Restaurant	Systemgastronomie Oliver Mix Ostkreuz e. K.
406	560	48.226542382	11.4654888955	Karlsfeld	85757	Karlsfeld, Münchner Str.	Münchner Str. 160	+49 8131 92493	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/karlsfeld-muenchner-str-160	07:30 - 01:00	08:00 - 01:00	07:30 - 01:00	07:30 - 02:00	07:30 - 01:00	07:30 - 02:00	07:30 - 01:00	McDonald's Restaurant	Liebhart Betriebs GmbH
662	852	50.584167	8.480833	Aßlar	35614	Asslar, Walbergraben	Walbergraben 20	+49 6441 981197	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/asslar-walbergraben-20	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Stark Restaurant GmbH & Co. KG
2710	1212	49.2895128295	6.759777064	Saarlouis	66740	Saarlouis-Lisdorf, Provinzials	Provinzialstr. 248	+49 6831 1270385	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/saarlouis-provinzialstr-248	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Stotzem Restaurant GmbH
2966	1495	49.4350005555	10.9667027677	Oberasbach	90522	Oberasbach, Rothenburger Str.	Rothenburger Str. 72	+49 911 6279613	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/oberasbach-rothenburger-str-72	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	McDonald's Restaurant	Wißkirchen Restaurantbetriebe 1495 GmbH
4502	1721	52.5488324465	13.3888929672	Berlin	13357	Berlin, Bahnhof Gesundbrunnen	Hanne-Sobek-Platz (Bahnhof Gesundbrunnen)	+49 30 40007372	True	False	True	False	True	False	True	None	None	https://www.mcdonalds.de/restaurant/berlin-hanne-sobek-platz-bahnhof-gesundbrunnen	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	SH Systemgastronomie Bahnhof Gesundbrunnen e. K.
407	561	48.4174023525	12.9460011179	Pfarrkirchen	84347	Pfarrkirchen, Simbacher Str	Südeinfahrt 3	+49 8561 71718	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/pfarrkirchen-suedeinfahrt-3	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	McDonald's Restaurant	Dieter F. Mödinger
663	853	48.8381129794	9.14745010268	Stuttgart	70439	Stuttgart, Wollinstr.	Wollinstr. 6	+49 711 8266357	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/stuttgart-wollinstr-6	07:00 - 01:00	09:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	McDonald's Deutschland LLC
2711	1213	51.4509745228	11.3042937274	Oberröblingen	06528	Sangerhausen, An der Wassersch	Am Mittelfeld 1	+49 3464 545943	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/oberroeblingen-am-mittelfeld-1	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	McDonald's Restaurant	McDonald's Deutschland LLC
2967	1496	47.6529922853	9.47349871455	Friedrichshafen	88045	Friedrichshafen, Stadtbahnhof	Stadtbahnhof 1	+49 7541 2869737	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/friedrichshafen-stadtbahnhof-1	06:30 - 22:00	09:00 - 22:00	06:30 - 22:00	06:30 - 22:00	06:30 - 22:00	09:00 - 22:00	06:30 - 22:00	McDonald's Restaurant	Andreas Fehr Friedrichshafen GmbH & Co. KG
152	281	48.7712604527	11.4349998178	Ingolstadt	85055	Ingolstadt, Nürnb. Str.	Nürnberger Str. 2	+49 841 52252	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/ingolstadt-nuernberger-str-2	07:00 - 00:00	09:00 - 00:00	07:00 - 01:00	07:00 - 02:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	McDonald's Restaurant	Prinz von Hessen Systemgastronomie e.K.
408	562	47.9661947141	12.5851360551	Traunreut	83301	Traunreut, Werner v. Siemensst	Werner-von-Siemens-Str. 2a	+49 8669 901070	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/traunreut-werner-von-siemens-str-2a	07:00 - 00:00	09:00 - 00:00	07:00 - 00:00	07:00 - 03:00	07:00 - 00:00	07:00 - 03:00	07:00 - 00:00	McDonald's Restaurant	Christian Geistbeck System-Gastronomie GmbH
664	854	50.1365180741	8.59912653266	Frankfurt am Main	60488	Frankfurt, Guerickestr.	Guerickestr. 12	+49 69 76750271	False	True	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/frankfurt-am-main-guerickestr-12	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	24h	07:00 - 02:00	24h	07:00 - 02:00	McDonald's Restaurant	SoTor Restaurants Süd GmbH & Co. KG
2712	1214	54.333524384	10.113651877	Kiel	24118	Kiel, Gutenbergstr.	Gutenbergstr. 82a	+49 431 2006317	False	True	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/kiel-gutenbergstr-82a	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	07:00 - 06:59	07:00 - 02:00	07:00 - 06:59	07:00 - 02:00	McDonald's Restaurant	McDonald's Deutschland LLC
2968	1497	53.797935	9.436334	Glückstadt	25348	Glückstadt, Wiebeke-Kruse-Str.	Wiebeke-Kruse-Str. 1	+49 4124 604421	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/glueckstadt-wiebeke-kruse-str-1	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	McDonald's Restaurant	McDonald's Deutschland LLC
153	284	50.3798883133	7.5782855759	Koblenz am Rhein	56070	Koblenz, Friedr.-Mohr-Str.	Friedrich-Mohr-Str. 2	+49 261 84495	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/koblenz-am-rhein-friedrich-mohr-str-2	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Helmut Froitzheim KG
409	563	52.6839265624	7.29554039571	Meppen	49716	Meppen, Lingener Str.	Lingener Str. 73	+49 5931 18087	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/meppen-lingener-str-73	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 06:00	07:00 - 01:00	07:00 - 06:00	07:00 - 01:00	McDonald's Restaurant	Thomas Falke e.K.
665	855	49.22748245	8.37112240294	Germersheim	76726	Germersheim, Mainzerstr.	Mainzer Str.2	+49 7274 919522	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/germersheim-mainzer-str2	07:00 - 00:00	09:00 - 00:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	McDonald's Restaurant	Leander Schnell Germersheim KG
2713	1215	49.506782571	8.63800929771	Hirschberg a.d. Bergstraße	69493	Hirschberg, Goldbeckstr.	Goldbeckstr. 3	+49 6201 873763	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/hirschberg-ad-bergstrasse-goldbeckstr-3	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	McDonald's Restaurant	Heck Hirschberg KG
2969	1498	48.700223	9.652773	Göppingen	73033	Göppingen, Bahnhof	Bahnhofstr. 1	+49 7161 5046199	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/goeppingen-bahnhofstr-1	06:00 - 01:00	09:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	09:00 - 02:00	06:00 - 01:00	McDonald's Restaurant	Sapper Gastronomiebetriebe e.K.
154	285	52.0007552952	8.57328200533	Bielefeld	33605	Bielefeld, Detmolder Str.	Detmolder Str. 338	+49 521 21661	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/bielefeld-detmolder-str-338	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	24h	07:00 - 01:00	24h	07:00 - 01:00	McDonald's Restaurant	Arndt Heiderich e.K.
410	564	52.3675614729	13.5612562141	Schönefeld	12529	Waltersdorf, Lilienthalpark	Zeppelinstr. 2b	+49 30 63311610	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/schoenefeld-zeppelinstr-3	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	McDonald's Restaurant	A. Schlodder Systemgastronomie Waltersdorf e.K.
666	856	50.818429346	7.11332846358	Troisdorf	53842	Troisdorf, Aechternacherstr.	Echternacherstr. 6	+49 2241 949973	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/troisdorf-echternacherstr-6	06:30 - 04:00	06:30 - 04:00	06:30 - 00:00	24h	06:30 - 04:00	24h	06:30 - 04:00	McDonald's Restaurant	Hans-Otto Westphal e.K.
2714	1216	48.9118412988	11.8713737516	Kelheim	93309	Kelheim, Donaupark	Donaupark Ring 1	+49 9441 176006	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/kelheim-donaupark-ring-1	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Frank Mosher Restaurants e.K.
2970	1499	47.720217	10.315088	Kempten	87435	Kempten, Forum Allgäu	Albert-Ott-Str. 4 (Forum Allgäu)	+49 831 2006792	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/kempten-albert-ott-str-4-ece	09:00 - 20:00	geschlossen	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	McDonald's Restaurant	Systemgastronomie Anton Beer Kempten e.K.
155	286	49.4610380998	8.49111898266	Mannheim	68199	Mannheim, Neckarauer Str.	Neckarauer Str. 58-60	+49 621 821020	True	True	True	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/mannheim-neckarauer-str-58-60	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Manfred Büch good food - fast KG
667	857	50.4347998646	7.42391035452	Andernach	56626	Andernach, Hans-Julius-Ahlmann	Hans-Julius-Ahlmann-Str. 1	+49 2632 491000	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/andernach-hans-julius-ahlmann-str-1	09:00 - 01:00	09:00 - 01:00	09:00 - 01:00	09:00 - 04:00	09:00 - 01:00	09:00 - 04:00	09:00 - 01:00	McDonald's Restaurant	SPEEDEE Restaurations-Betriebe GmbH & Co. KG
2971	1500	49.494196	11.078907	Nürnberg	90411	Nürnberg, Flughafen - Ankunfts	Flughafenstr. 100	+49 911 5193407	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/nuernberg-flughafenstr-100	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	McDonald's Restaurant	McDonald's Deutschland LLC
156	287	47.6857263707	11.7585866305	Reitrain	83700	Rottach-Weissach	Tegernseer Str. 102	+49 8022 24007	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/reitrain-tegernseer-str-102	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	07:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Heinritzi Betriebsgesellschaft mbH
668	858	51.3990679359	7.17470068382	Hattingen	45525	Hattingen, Kreisstr.	Kreisstr. 29a	+49 2324 950716	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/hattingen-kreisstr-29a	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	24h	07:00 - 01:00	24h	07:00 - 01:00	McDonald's Restaurant	Gastromax Systemgastronomie GmbH
2716	1218	47.5928922662	12.9867833893	Schönau am Königssee	83471	Schönau Am Königsee, Seestr.	Seestr. 2	+49 8652 978170	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/schoenau-am-koenigssee-seestr-2	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 01:00	11:00 - 21:30	11:00 - 01:00	11:00 - 21:30	McDonald's Restaurant	QSS Restaurant GmbH
2972	1501	50.039982	10.225327	Schweinfurt	97421	Schweinfurt, Stadtgalerie	Schrammstr. 4 (Stadtgalerie)	+49 9721 7309890	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/schweinfurt-schrammstr-4-stadtgalerie-ece	09:30 - 20:00	geschlossen	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	McDonald's Restaurant	DeSanto e.K.
157	289	48.8162004286	9.28291571907	Fellbach	70736	Fellbach, Bühlstr.	Bühlstr. 135	+49 711 575787	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/fellbach-buehlstr-135	07:00 - 02:00	09:00 - 02:00	07:00 - 02:00	07:00 - 06:00	07:00 - 02:00	07:00 - 06:00	07:00 - 02:00	McDonald's Restaurant	Eduard Fehr KG
413	570	48.1938899082	11.2490104461	Fürstenfeldbruck	82256	Fürstenfeldbruck, Hasenheide 1	Hasenheide 1a	+49 8141 58140	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/fuerstenfeldbruck	08:00 - 01:00	09:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	Harry Koller FFB e.K.
669	859	49.4810139642	11.115449344	Nürnberg	90411	Nürnberg, Häberleinstr.	Haeberleinstr. 4	+49 911 5272990	False	True	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/nuernberg-haeberleinstr-4	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Sygast GmbH & Co. KG
2717	1220	51.4506297767	7.75321806151	Menden	58708	Menden, Hämmerstr.	Hämmerstr. 1	+49 2373 757375	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/menden-haemmerstr-1	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	Li Haas GmbH
2973	1502	47.914221	11.426765	Wolfratshausen	82515	Wolfratshausen, S-Bahnhof	Bahnhofstr. 41	+49 8171 217730	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/wolfratshausen-bahnhofstr-41	06:00 - 22:00	09:00 - 22:00	06:00 - 22:00	06:00 - 00:00	06:00 - 22:00	08:30 - 00:00	06:00 - 22:00	McDonald's Restaurant	Heinritzi GmbH & Co. Restaurant KG
158	292	51.5276974025	9.889846757	Göttingen	37081	Göttingen, Siekweg	Siekweg 30	+49 551 97660	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/goettingen-siekweg-30	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Food, folks & fun company Inh. Petra Hebig e.K.
414	571	49.9084392569	8.84867049656	Dieburg	64807	Dieburg, B 45, Gewerbestraße	Frankfurter Str. 103	+49 6071 980675	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/dieburg-frankfurter-str-103	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 05:00	07:00 - 01:00	07:00 - 05:00	07:00 - 01:00	McDonald's Restaurant	Mario Feiler Systemgastronomie e.K.
670	860	49.4972443497	8.47285069735	Mannheim	68169	Mannheim, Mittelstr.	Mittelstr. 12	+49 621 3367070	False	False	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/mannheim-mittelstr-12	09:00 - 02:00	09:00 - 02:00	09:00 - 02:00	09:00 - 05:00	09:00 - 02:00	09:00 - 05:00	09:00 - 02:00	McDonald's Restaurant	Manfred Büch good food - fast KG
2718	1221	53.5520340813	10.0110501232	Hamburg	20097	Hamburg, Adenauer Allee 78/Zob	Adenauer Allee 78 (ZOB)	+49 40 246841	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/hamburg-adenauer-allee-78-zob	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	McDonald's Restaurant	Amend Restaurantbetrieb Adenauer Allee GmbH & Co. KG
2974	1503	49.6258469242	8.36215731999	Worms	67547	Worms, Schoenauerstr.	Schönauer Str. 18a	+49 6241 2069933	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/worms-schoenauer-str-18a	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	McDonald's Restaurant	Günther Blanke Gastro KG
159	293	52.1530413502	10.340306702	Salzgitter	38226	Salzgitter, Konrad-Adenauer-St	Konrad-Adenauer-Str. 81	+49 5341 41421	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/salzgitter-konrad-adenauer-str-81	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Barbara Rieke Salzgitter e.K.
415	572	51.2009134342	8.53137540409	Winterberg	59955	Winterberg, Am Hagenblech 58	Am Hagenblech 58	+49 2981 2412	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/winterberg-am-hagenblech-58	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 03:00	08:00 - 00:00	08:00 - 05:00	08:00 - 00:00	McDonald's Restaurant	Ralf Kassens Systemgastronomie
671	861	49.4276854145	11.1428805526	Nürnberg	90480	Nürnberg, Regensburger Str.	Regensburger Str. 416	+49 911 4088890	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/nuernberg-regensburger-str-416	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Wißkirchen Restaurantbetriebe 861 GmbH
2719	1222	51.00851408	10.9938502758	Erfurt	99091	Erfurt, Thüringen-Park	Nordhäuser Str. 73e	+49 361 2624676	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/erfurt-nordhaeuser-str-73e	10:00 - 20:00	geschlossen	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	McDonald's Restaurant	D. Neiss Systemgastronomie Demminer Straße e.K.
2975	1504	51.5286419093	7.47053666652	Dortmund	44145	Dortmund, Bornstr. (Kaufland)	Bornstr. 160	+49 231 1897203	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/dortmund-bornstr-160	09:30 - 22:30	geschlossen	09:30 - 23:30	09:30 - 22:30	09:30 - 22:30	09:30 - 22:30	09:30 - 22:30	McDonald's Restaurant	Kirsch GmbH & Co.KG
160	294	49.739722	10.146667	Kitzingen	97318	Kitzingen, Reppendorfer Str.	Repperndorfer Str. 11	+49 9321 21435	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/kitzingen-repperndorfer-str-11	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Petra Systemgastronomie KG
416	573	51.0657941481	6.10060337166	Heinsberg	52525	Heinsberg, Industriestr.	Industriestr. 2a	+49 2452 23363	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/heinsberg-industriestr-2a	07:00 - 01:00	09:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Frank Klingler GmbH System-Gastronomie
672	862	53.2524149028	7.93341551993	Westerstede	26655	Westerstede, Ammerlandallee	Ammerlandallee 16	+49 4488 859190	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/westerstede-ammerlandallee-16	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	07:00 - 02:00	07:00 - 01:00	McDonald's Restaurant	Matthias Lau Systemgastronomie e.K.
2720	1224	49.8874095223	8.63387465282	Darmstadt	64293	Darmstadt, Gräfenhäuserstr.	Gräfenhäuser Str. 89	+49 6151 3979865	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/darmstadt-graefenhaeuser-str-89	07:00 - 06:00	07:00 - 06:00	07:00 - 06:00	07:00 - 06:00	07:00 - 06:00	07:00 - 06:00	07:00 - 06:00	McDonald's Restaurant	Des Plaines GmbH & Co. KG
2976	1505	50.7481720662	6.85205665477	Weilerswist	53919	Weilerswist, Parkallee	Parkallee 1	+49 2254 6002220	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/weilerswist-parkallee-1	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	McDonald's Deutschland LLC
161	295	49.4755858837	8.42283316669	Ludwigshafen am Rhein	67059	Ludwigshafen, Bruchwiesenstr.	Bruchwiesenstr. 295	+49 621 621428	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/ludwigshafen-am-rhein-bruchwiesenstr-295	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	McDonald's Restaurant	MYN Terki e.K.
417	574	48.2897871382	9.71657163627	Ehingen	89584	Ehingen, Albert-Einstein-Str.	Albert-Einstein Str. 10/1	+49 7391 2009	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/ehingen-albert-einstein-str-10-1	07:00 - 01:00	09:00 - 00:00	07:00 - 01:00	07:00 - 03:00	07:00 - 00:00	07:00 - 03:00	07:00 - 00:00	McDonald's Restaurant	Karrer Systemgastronomie Ehingen e.K.
673	863	48.00078595	10.1671957458	Memmingen	87700	Memmingen, Rudolf-Diesel-Str.	Rudolf-Diesel-Str. 17	+49 8331 496802	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/memmingen-rudolf-diesel-str-17	08:00 - 01:00	09:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	McDonald's Deutschland LLC
2721	1225	52.1470535512	7.73424805115	Ladbergen	49549	Ladbergen, Espenhof	Espenhof 15	+49 5485 833172	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/ladbergen-espenhof-15	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	FF Herda KG
2977	1506	51.038442499	7.00408372878	Leverkusen	51373	Leverkusen, Bismarckstr.	Bismarckstr. 133	+49 214 4040821	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/leverkusen-bismarckstr-133	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	McDonald's Restaurant	Team H.M. GmbH
4001	1715	51.7276153916	7.18569491699	Haltern am See	45721	Haltern Am See, Marler Str.	Marler Str. 4	+49 2364 1055952	False	True	False	False	True	False	False	None	None	https://www.mcdonalds.de/restaurant/haltern-am-see-marler-str-4	09:30 - 01:00	09:30 - 01:00	09:30 - 01:00	09:30 - 04:00	09:30 - 01:00	09:30 - 04:00	09:30 - 01:00	McDonald's Restaurant	Dr. Thilo auf´m Kamp Systemgastronomie e.K.
162	296	49.0099181834	12.0631626333	Regensburg	93051	Regensburg, Defreggerweg	Defreggerweg 2	+49 941 37676	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/regensburg-defreggerweg-2	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Frank Mosher Restaurants e.K.
418	575	53.119202051	8.25889213224	Oldenburg	26135	Oldenburg, Bremer Heerstr.	Bremer Heerstr. 297	+49 441 2047199	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/oldenburg-bremer-heerstr-297	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	24h	06:00 - 01:00	24h	06:00 - 01:00	McDonald's Restaurant	MONTI Systems III GmbH & Co. KG
